"Path","InRepoA","InRepoB","A_FullPath","B_FullPath","A_LastWrite","B_LastWrite","A_Size","B_Size","A_Hash","B_Hash"
"forensic_suite_v2\tools\loadforensicenv.ps1","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\loadforensicenv.ps1","C:\development\forensic_suite_v2\forensic_suite_v2\tools\loadforensicenv.ps1","23/02/2026 6:01:51 PM","23/02/2026 6:01:51 PM","4634","4634","C3EA9D4FD8ED340AEFFA0B234D66CE17D1AD4394E2E180B9327F80D5CC97D6B8","C3EA9D4FD8ED340AEFFA0B234D66CE17D1AD4394E2E180B9327F80D5CC97D6B8"
"forensic_suite_v2\tools\secret_loader.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\secret_loader.py","C:\development\forensic_suite_v2\forensic_suite_v2\tools\secret_loader.py","23/02/2026 4:28:49 PM","23/02/2026 4:28:49 PM","301","301","9182E781A7C992BB51A7322A6FBD8986C3A54CD273C851A86524EB959C766F09","9182E781A7C992BB51A7322A6FBD8986C3A54CD273C851A86524EB959C766F09"
"forensic_suite_v2\tools\validate_env.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\validate_env.py","C:\development\forensic_suite_v2\forensic_suite_v2\tools\validate_env.py","23/02/2026 6:02:34 PM","23/02/2026 6:02:34 PM","1139","1139","B261DBE6F58C4A96FA21093DEA322060A1F97F80B89C7F00AAC45CB1AA531B9A","B261DBE6F58C4A96FA21093DEA322060A1F97F80B89C7F00AAC45CB1AA531B9A"
"forensic_suite_v2\tools\validators.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tools\validators.py","C:\development\forensic_suite_v2\forensic_suite_v2\tools\validators.py","23/02/2026 6:02:51 PM","23/02/2026 6:02:51 PM","387","387","69F017C82425A9B3F0186998067E03C01E377EA93EEDCA3557DC36D9614AA8B6","69F017C82425A9B3F0186998067E03C01E377EA93EEDCA3557DC36D9614AA8B6"
"forensic_suite_v2\tron_indexer\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","205","205","E70931CAE7F37D36A858086038D08ACE1B8D676AD3FE60A6F81E2E89CAEF66FA","E70931CAE7F37D36A858086038D08ACE1B8D676AD3FE60A6F81E2E89CAEF66FA"
"forensic_suite_v2\tron_indexer\config\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\config\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\config\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\config\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\config\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\config\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","212","212","29D3940AA73CD0B20343B65125A3B4EF70824339104B24E60C44BD4CCCCBE060","29D3940AA73CD0B20343B65125A3B4EF70824339104B24E60C44BD4CCCCBE060"
"forensic_suite_v2\tron_indexer\config\indexer.yaml","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\config\indexer.yaml","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\config\indexer.yaml","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1365","1365","06F705D0B1CB43CFC1A5594E932B539BAC72E6E4C6185847BC7B59B631E6342D","06F705D0B1CB43CFC1A5594E932B539BAC72E6E4C6185847BC7B59B631E6342D"
"forensic_suite_v2\tron_indexer\dashboard\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\dashboard\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\dashboard\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\dashboard\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\dashboard\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\dashboard\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","215","215","7CF18B83866A9B6878705A3DC0CE1E7E7F854DBFE5FDC535BC37B0B68B89BD21","7CF18B83866A9B6878705A3DC0CE1E7E7F854DBFE5FDC535BC37B0B68B89BD21"
"forensic_suite_v2\tron_indexer\dashboard\__pycache__\tron_dashboard.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\dashboard\__pycache__\tron_dashboard.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\dashboard\__pycache__\tron_dashboard.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","6420","6420","4E3E1EAC225150DEB79A175E873FEF6B1C3E10579162D52E6998F9726DC2CA09","4E3E1EAC225150DEB79A175E873FEF6B1C3E10579162D52E6998F9726DC2CA09"
"forensic_suite_v2\tron_indexer\dashboard\tron_dashboard.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\dashboard\tron_dashboard.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\dashboard\tron_dashboard.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","3554","3554","10BD758DE698A09816371E225D70BC9783E4CA771162C2DA68C135737560F9F5","10BD758DE698A09816371E225D70BC9783E4CA771162C2DA68C135737560F9F5"
"forensic_suite_v2\tron_indexer\indexer\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\indexer\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\indexer\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\indexer\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\indexer\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\indexer\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","213","213","AEB5443E3C77AF0162917596FC40A1B011E171EECF16AF957C6A3E9391D999C0","AEB5443E3C77AF0162917596FC40A1B011E171EECF16AF957C6A3E9391D999C0"
"forensic_suite_v2\tron_indexer\indexer\__pycache__\token_registry.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\indexer\__pycache__\token_registry.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\indexer\__pycache__\token_registry.cpython-311.pyc","23/02/2026 7:43:38 PM","23/02/2026 7:43:38 PM","2013","2013","60B57D24DB4568F3BF8114A11CEA811538101D74B030E1AC04D01916EF86C79A","60B57D24DB4568F3BF8114A11CEA811538101D74B030E1AC04D01916EF86C79A"
"forensic_suite_v2\tron_indexer\indexer\token_registry.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\indexer\token_registry.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\indexer\token_registry.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","1465","1465","D702A4EAA9CC2505A4FBBBC3EE6E3D3BAD64B2DE001D887BC98E12CD7E06501F","D702A4EAA9CC2505A4FBBBC3EE6E3D3BAD64B2DE001D887BC98E12CD7E06501F"
"forensic_suite_v2\tron_indexer\services\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\services\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","214","214","C6010EACF8323663DF88187749543638B661AE354C92F9B0276B840AB910B382","C6010EACF8323663DF88187749543638B661AE354C92F9B0276B840AB910B382"
"forensic_suite_v2\tron_indexer\services\__pycache__\api_server.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\api_server.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\api_server.cpython-311.pyc","23/02/2026 8:30:57 PM","23/02/2026 8:30:57 PM","16381","16381","BA310A527FF0E824B9D240969D5A4534EDB8560C878F494C3B5FD740B4F7988D","BA310A527FF0E824B9D240969D5A4534EDB8560C878F494C3B5FD740B4F7988D"
"forensic_suite_v2\tron_indexer\services\__pycache__\block_scanner.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\block_scanner.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\block_scanner.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","1845","1845","CA3D6E9FF2205D929F53C57B0971795B4037CA7A5FD8EC1AEC411AD5A3BEE2D8","CA3D6E9FF2205D929F53C57B0971795B4037CA7A5FD8EC1AEC411AD5A3BEE2D8"
"forensic_suite_v2\tron_indexer\services\__pycache__\checkpoint.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\checkpoint.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\checkpoint.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","2193","2193","4E90EF1DF1EB4538B6F23B7A57D8ACF2136121C44983BFFE0BD34CB1D1BA9762","4E90EF1DF1EB4538B6F23B7A57D8ACF2136121C44983BFFE0BD34CB1D1BA9762"
"forensic_suite_v2\tron_indexer\services\__pycache__\db_writer.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\db_writer.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\db_writer.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","1624","1624","5B21EB525092E1C23E6D8CA162DA4BE1F7DAAD29B5D0DAE0B1250C29C48444B7","5B21EB525092E1C23E6D8CA162DA4BE1F7DAAD29B5D0DAE0B1250C29C48444B7"
"forensic_suite_v2\tron_indexer\services\__pycache__\receipt_worker.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\receipt_worker.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\receipt_worker.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","1106","1106","FFF4D45A75874C45859CE62F129385F204852BB68B32DC2A5CB5D41E5916524F","FFF4D45A75874C45859CE62F129385F204852BB68B32DC2A5CB5D41E5916524F"
"forensic_suite_v2\tron_indexer\services\__pycache__\reorg_detector.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\reorg_detector.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\reorg_detector.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","822","822","EC0F13D6C1BB7F31800B4DD055C798401AE61897B7F795CE4665B4CFDB62318B","EC0F13D6C1BB7F31800B4DD055C798401AE61897B7F795CE4665B4CFDB62318B"
"forensic_suite_v2\tron_indexer\services\__pycache__\run_tron_indexer_v2.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\run_tron_indexer_v2.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\run_tron_indexer_v2.cpython-311.pyc","23/02/2026 8:30:56 PM","23/02/2026 8:30:56 PM","2588","2588","7E0E7D831935C75121D9A8D73BD5AE4EE36D6AF93D64CACD26250DF701730121","7E0E7D831935C75121D9A8D73BD5AE4EE36D6AF93D64CACD26250DF701730121"
"forensic_suite_v2\tron_indexer\services\__pycache__\token_daemon.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\token_daemon.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\token_daemon.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","13359","13359","D2A1791755DB94578D664287DB4743C650794FDE0C68725E9C469050EA499265","D2A1791755DB94578D664287DB4743C650794FDE0C68725E9C469050EA499265"
"forensic_suite_v2\tron_indexer\services\__pycache__\tron_indexer_service.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\__pycache__\tron_indexer_service.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\__pycache__\tron_indexer_service.cpython-311.pyc","23/02/2026 7:43:36 PM","23/02/2026 7:43:36 PM","2743","2743","DE5F6E4E80FABAFA75E9FDEA602F3B54B410CF4C97F17B29A3E24D2A30AA120D","DE5F6E4E80FABAFA75E9FDEA602F3B54B410CF4C97F17B29A3E24D2A30AA120D"
"forensic_suite_v2\tron_indexer\services\api_server.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\api_server.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\api_server.py","23/02/2026 8:30:54 PM","23/02/2026 8:30:54 PM","7894","7894","33B34FC61443BAA81EC6CD6A57C5A2D24C88D07CBAE4E05E1A1B58419E0C4C04","33B34FC61443BAA81EC6CD6A57C5A2D24C88D07CBAE4E05E1A1B58419E0C4C04"
"forensic_suite_v2\tron_indexer\services\block_scanner.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\block_scanner.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\block_scanner.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","445","445","EDA90AFAD3008EE7D43BF064753BCC65ED086DA006049078B124C82BAAD9CDCE","EDA90AFAD3008EE7D43BF064753BCC65ED086DA006049078B124C82BAAD9CDCE"
"forensic_suite_v2\tron_indexer\services\checkpoint.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\checkpoint.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\checkpoint.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","700","700","4688C4C3F7D5D779B71BF7CC4F36B9EA602DCA83E8F95C02B25C76E1E97B77C7","4688C4C3F7D5D779B71BF7CC4F36B9EA602DCA83E8F95C02B25C76E1E97B77C7"
"forensic_suite_v2\tron_indexer\services\db_writer.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\db_writer.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\db_writer.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","416","416","466323E6ED7C4B56A38D7DF50C48B813C73B95591014AF217BB07CFE499A35D0","466323E6ED7C4B56A38D7DF50C48B813C73B95591014AF217BB07CFE499A35D0"
"forensic_suite_v2\tron_indexer\services\receipt_worker.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\receipt_worker.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\receipt_worker.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","250","250","F6E478D4C897CC6058016545E5E0AFBC07208D857E502A76353512BB349C5B6C","F6E478D4C897CC6058016545E5E0AFBC07208D857E502A76353512BB349C5B6C"
"forensic_suite_v2\tron_indexer\services\reorg_detector.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\reorg_detector.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\reorg_detector.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","157","157","4298B5651FC4F8355CA902A286A5FEAEAD43A8FDEEBCBB06C35B80C04BFD94B4","4298B5651FC4F8355CA902A286A5FEAEAD43A8FDEEBCBB06C35B80C04BFD94B4"
"forensic_suite_v2\tron_indexer\services\run_tron_indexer_v2.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\run_tron_indexer_v2.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\run_tron_indexer_v2.py","24/02/2026 5:57:54 PM","24/02/2026 5:57:54 PM","1474","1474","5E2C79A225D3C831F1D7FB3C6463D2387C3D13A505460895CCD5A3E8EEFCBC09","5E2C79A225D3C831F1D7FB3C6463D2387C3D13A505460895CCD5A3E8EEFCBC09"
"forensic_suite_v2\tron_indexer\services\supervisor.ps1","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\supervisor.ps1","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\supervisor.ps1","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","420","420","C0C302A86B5E77510A4FD502B3ED0D0775F31DB396D851DD40BE5449741B3C0D","C0C302A86B5E77510A4FD502B3ED0D0775F31DB396D851DD40BE5449741B3C0D"
"forensic_suite_v2\tron_indexer\services\token_daemon.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\token_daemon.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\token_daemon.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","11240","11240","CB505300D1E4FF4332CB03DC1DE48471651C2065C7D952BC1241DA74F49C859A","CB505300D1E4FF4332CB03DC1DE48471651C2065C7D952BC1241DA74F49C859A"
"forensic_suite_v2\tron_indexer\services\tron_indexer_service.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\tron_indexer_service.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\tron_indexer_service.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","989","989","9506DC73239EDEAA20AD6DC032F0489AB2FC7C9E37F1EA521F2C669937806E95","9506DC73239EDEAA20AD6DC032F0489AB2FC7C9E37F1EA521F2C669937806E95"
"forensic_suite_v2\tron_indexer\services\utils\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\utils\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\utils\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\services\utils\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\services\utils\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\services\utils\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","220","220","0C82C14ADF38A19175054D0B25D9EAAD4CE3FE4AC288EB4F5B1E7D5541370F79","0C82C14ADF38A19175054D0B25D9EAAD4CE3FE4AC288EB4F5B1E7D5541370F79"
"forensic_suite_v2\tron_indexer\sql\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\sql\__init__.py","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\sql\__init__.py","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"forensic_suite_v2\tron_indexer\sql\__pycache__\__init__.cpython-311.pyc","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\sql\__pycache__\__init__.cpython-311.pyc","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\sql\__pycache__\__init__.cpython-311.pyc","23/02/2026 7:43:39 PM","23/02/2026 7:43:39 PM","209","209","CF8CA6D352C0A209F65FBB56C680B453B727F9232F0458AEB7171AD968BC4293","CF8CA6D352C0A209F65FBB56C680B453B727F9232F0458AEB7171AD968BC4293"
"forensic_suite_v2\tron_indexer\sql\tron_dashboard.sql","True","True","C:\development\forensic_tracer_installer_project_root\forensic_suite_v2\tron_indexer\sql\tron_dashboard.sql","C:\development\forensic_suite_v2\forensic_suite_v2\tron_indexer\sql\tron_dashboard.sql","23/02/2026 12:32:45 PM","23/02/2026 12:32:45 PM","3758","3758","396A430D8CAB3711BD3B0D4A09A489A7EE8EEAB6AAC951D8C5F72C3CBA9E3D78","396A430D8CAB3711BD3B0D4A09A489A7EE8EEAB6AAC951D8C5F72C3CBA9E3D78"
"ForensicSuite.Orchestrator\ForensicSuite.Orchestrator.psm1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\ForensicSuite.Orchestrator.psm1",,"23/02/2026 12:32:44 PM",,"395",,"0C90EF984DA8D7C0B85F9B83A62EA85752682D874CDC2E2BC095BB73B489AB50",
"ForensicSuite.Orchestrator\Private\Invoke-Rollback.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Private\Invoke-Rollback.ps1",,"23/02/2026 12:32:44 PM",,"1301",,"108EC6C70CC76A2A04A14FBB53A758EDD88E72A6C583A66C461C93FF3D1A5F8A",
"ForensicSuite.Orchestrator\Private\Invoke-SCP.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Private\Invoke-SCP.ps1",,"23/02/2026 12:32:44 PM",,"950",,"711B2DAAC8BD67BA6954639C29572BB9B3329A460F8A2CCA5365427A8B68AA44",
"ForensicSuite.Orchestrator\Private\Invoke-SSH.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Private\Invoke-SSH.ps1",,"23/02/2026 12:32:44 PM",,"1583",,"555DA06CA1C8E6FD4729346A7BD2574AB637F65A78A6006478FE8CA37091E6F5",
"ForensicSuite.Orchestrator\Private\Invoke-StepParallel.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Private\Invoke-StepParallel.ps1",,"23/02/2026 12:32:44 PM",,"2235",,"663B259F766E715D6449E9518F0A2A2AE41915E08D1094290CA8F4CFAD254CCD",
"ForensicSuite.Orchestrator\Private\Test-HostHealth.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Private\Test-HostHealth.ps1",,"23/02/2026 12:32:44 PM",,"790",,"7B041C8AE40D00873C2574F1152E588B9AA47A20F8A8350932DF64B06AE416CF",
"ForensicSuite.Orchestrator\Private\Write-ProgressEvent.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Private\Write-ProgressEvent.ps1",,"23/02/2026 12:32:44 PM",,"865",,"CF3A240933BF356936983F36596F0586864E2712F49FBD889931DC9FD8E4A450",
"ForensicSuite.Orchestrator\Public\Invoke-Orchestration.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Public\Invoke-Orchestration.ps1",,"23/02/2026 12:32:44 PM",,"1891",,"E00D73C38A4728560BEE8E9AFE519324DD963A4E1103C91DFDEA3A10AA85E71F",
"ForensicSuite.Orchestrator\Public\Read-OrchestrationManifest.ps1","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.Orchestrator\Public\Read-OrchestrationManifest.ps1",,"23/02/2026 12:32:44 PM",,"200",,"E2DB987B4451189B0884DF50744C37AA71EEF852881B0F7B326C4FB43A057328",
"ForensicSuite.spec","True","False","C:\development\forensic_tracer_installer_project_root\ForensicSuite.spec",,"23/02/2026 12:32:44 PM",,"2020",,"71DE4E0F3761B66D814AD9FB02CEFBF61EF9D92337EF2176CA7C2C34872CBB0B",
"grafana\datasources\postgres.yml","True","True","C:\development\forensic_tracer_installer_project_root\grafana\datasources\postgres.yml","C:\development\forensic_suite_v2\grafana\datasources\postgres.yml","23/02/2026 12:32:45 PM","19/02/2026 3:10:01 AM","284","298","8F6414E5F00FD59E76A99FB94E3CA9497BF89E7F81449D97644F32C28867BBA9","F39CA64142E7F1633189D0AFFB030800341576341D2B692DBE25DC02C2644ACA"
"healthcheck.ps1","False","True",,"C:\development\forensic_suite_v2\healthcheck.ps1",,"19/02/2026 5:52:53 PM",,"2073",,"B3E6E93BE801D024A58859D8858BCA136B07AEF148F6F84686BE043A63B32C57"
"indexers\__init__.py","True","True","C:\development\forensic_tracer_installer_project_root\indexers\__init__.py","C:\development\forensic_suite_v2\indexers\__init__.py","23/02/2026 12:32:45 PM","24/01/2026 3:06:04 PM","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"install-module.ps1","True","False","C:\development\forensic_tracer_installer_project_root\install-module.ps1",,"23/02/2026 12:32:45 PM",,"812",,"4946C79FBCF22CEAE9D2E961D11BFBB99CB15FEB9C441AA44A069512013E758C",
"installer_payload\bootstrap.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\bootstrap.ps1",,"25/02/2026 6:26:15 AM",,"5305",,"453A069C7638C33879905EEC635F00F2351262FC76BC82E20D5017F71F8B504A",
"installer_payload\config\__init__.py","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\config\__init__.py",,"23/02/2026 12:32:45 PM",,"0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
